,Date,Time,State,Group,Unit,Sales,Revenue,year,month,week,Quarter,month_name,day
933,2020-10-12, Evening, WA, Men,5,12500,62500,2020,10,42,4,October,12
934,2020-10-12, Evening, WA, Women,3,7500,22500,2020,10,42,4,October,12
935,2020-10-12, Evening, WA, Seniors,6,15000,90000,2020,10,42,4,October,12
936,2020-10-12, Morning, NT, Kids,4,10000,40000,2020,10,42,4,October,12
937,2020-10-12, Morning, NT, Men,15,37500,562500,2020,10,42,4,October,12
938,2020-10-12, Morning, NT, Women,7,17500,122500,2020,10,42,4,October,12
939,2020-10-12, Morning, NT, Seniors,9,22500,202500,2020,10,42,4,October,12
940,2020-10-12, Afternoon, NT, Kids,6,15000,90000,2020,10,42,4,October,12
941,2020-10-12, Afternoon, NT, Men,11,27500,302500,2020,10,42,4,October,12
942,2020-10-12, Afternoon, NT, Women,13,32500,422500,2020,10,42,4,October,12
943,2020-10-12, Afternoon, NT, Seniors,4,10000,40000,2020,10,42,4,October,12
944,2020-10-12, Evening, NT, Kids,10,25000,250000,2020,10,42,4,October,12
945,2020-10-12, Evening, NT, Men,13,32500,422500,2020,10,42,4,October,12
946,2020-10-12, Evening, NT, Women,14,35000,490000,2020,10,42,4,October,12
947,2020-10-12, Evening, NT, Seniors,14,35000,490000,2020,10,42,4,October,12
948,2020-10-12, Morning, SA, Kids,26,65000,1690000,2020,10,42,4,October,12
949,2020-10-12, Morning, SA, Men,28,70000,1960000,2020,10,42,4,October,12
950,2020-10-12, Morning, SA, Women,28,70000,1960000,2020,10,42,4,October,12
951,2020-10-12, Morning, SA, Seniors,22,55000,1210000,2020,10,42,4,October,12
952,2020-10-12, Afternoon, SA, Kids,23,57500,1322500,2020,10,42,4,October,12
953,2020-10-12, Afternoon, SA, Men,24,60000,1440000,2020,10,42,4,October,12
954,2020-10-12, Afternoon, SA, Women,33,82500,2722500,2020,10,42,4,October,12
955,2020-10-12, Afternoon, SA, Seniors,13,32500,422500,2020,10,42,4,October,12
956,2020-10-12, Evening, SA, Kids,25,62500,1562500,2020,10,42,4,October,12
957,2020-10-12, Evening, SA, Men,20,50000,1000000,2020,10,42,4,October,12
958,2020-10-12, Evening, SA, Women,13,32500,422500,2020,10,42,4,October,12
959,2020-10-12, Evening, SA, Seniors,18,45000,810000,2020,10,42,4,October,12
960,2020-10-12, Morning, VIC, Kids,45,112500,5062500,2020,10,42,4,October,12
961,2020-10-12, Morning, VIC, Men,46,115000,5290000,2020,10,42,4,October,12
962,2020-10-12, Morning, VIC, Women,33,82500,2722500,2020,10,42,4,October,12
963,2020-10-12, Morning, VIC, Seniors,42,105000,4410000,2020,10,42,4,October,12
964,2020-10-12, Afternoon, VIC, Kids,47,117500,5522500,2020,10,42,4,October,12
965,2020-10-12, Afternoon, VIC, Men,47,117500,5522500,2020,10,42,4,October,12
966,2020-10-12, Afternoon, VIC, Women,50,125000,6250000,2020,10,42,4,October,12
967,2020-10-12, Afternoon, VIC, Seniors,38,95000,3610000,2020,10,42,4,October,12
968,2020-10-12, Evening, VIC, Kids,40,100000,4000000,2020,10,42,4,October,12
969,2020-10-12, Evening, VIC, Men,48,120000,5760000,2020,10,42,4,October,12
970,2020-10-12, Evening, VIC, Women,26,65000,1690000,2020,10,42,4,October,12
971,2020-10-12, Evening, VIC, Seniors,28,70000,1960000,2020,10,42,4,October,12
972,2020-10-12, Morning, QLD, Kids,7,17500,122500,2020,10,42,4,October,12
973,2020-10-12, Morning, QLD, Men,6,15000,90000,2020,10,42,4,October,12
974,2020-10-12, Morning, QLD, Women,10,25000,250000,2020,10,42,4,October,12
975,2020-10-12, Morning, QLD, Seniors,8,20000,160000,2020,10,42,4,October,12
976,2020-10-12, Afternoon, QLD, Kids,19,47500,902500,2020,10,42,4,October,12
977,2020-10-12, Afternoon, QLD, Men,13,32500,422500,2020,10,42,4,October,12
978,2020-10-12, Afternoon, QLD, Women,14,35000,490000,2020,10,42,4,October,12
979,2020-10-12, Afternoon, QLD, Seniors,12,30000,360000,2020,10,42,4,October,12
980,2020-10-12, Evening, QLD, Kids,13,32500,422500,2020,10,42,4,October,12
981,2020-10-12, Evening, QLD, Men,16,40000,640000,2020,10,42,4,October,12
982,2020-10-12, Evening, QLD, Women,9,22500,202500,2020,10,42,4,October,12
983,2020-10-12, Evening, QLD, Seniors,5,12500,62500,2020,10,42,4,October,12
984,2020-10-12, Morning, NSW, Kids,20,50000,1000000,2020,10,42,4,October,12
985,2020-10-12, Morning, NSW, Men,24,60000,1440000,2020,10,42,4,October,12
986,2020-10-12, Morning, NSW, Women,17,42500,722500,2020,10,42,4,October,12
987,2020-10-12, Morning, NSW, Seniors,25,62500,1562500,2020,10,42,4,October,12
988,2020-10-12, Afternoon, NSW, Kids,20,50000,1000000,2020,10,42,4,October,12
989,2020-10-12, Afternoon, NSW, Men,24,60000,1440000,2020,10,42,4,October,12
990,2020-10-12, Afternoon, NSW, Women,18,45000,810000,2020,10,42,4,October,12
991,2020-10-12, Afternoon, NSW, Seniors,28,70000,1960000,2020,10,42,4,October,12
992,2020-10-12, Evening, NSW, Kids,28,70000,1960000,2020,10,42,4,October,12
993,2020-10-12, Evening, NSW, Men,27,67500,1822500,2020,10,42,4,October,12
994,2020-10-12, Evening, NSW, Women,35,87500,3062500,2020,10,42,4,October,12
995,2020-10-12, Evening, NSW, Seniors,34,85000,2890000,2020,10,42,4,October,12
996,2020-10-12, Morning, TAS, Kids,7,17500,122500,2020,10,42,4,October,12
997,2020-10-12, Morning, TAS, Men,12,30000,360000,2020,10,42,4,October,12
998,2020-10-12, Morning, TAS, Women,4,10000,40000,2020,10,42,4,October,12
999,2020-10-12, Morning, TAS, Seniors,7,17500,122500,2020,10,42,4,October,12
1000,2020-10-12, Afternoon, TAS, Kids,8,20000,160000,2020,10,42,4,October,12
1001,2020-10-12, Afternoon, TAS, Men,14,35000,490000,2020,10,42,4,October,12
1002,2020-10-12, Afternoon, TAS, Women,6,15000,90000,2020,10,42,4,October,12
1003,2020-10-12, Afternoon, TAS, Seniors,6,15000,90000,2020,10,42,4,October,12
1004,2020-10-12, Evening, TAS, Kids,12,30000,360000,2020,10,42,4,October,12
1005,2020-10-12, Evening, TAS, Men,9,22500,202500,2020,10,42,4,October,12
1006,2020-10-12, Evening, TAS, Women,8,20000,160000,2020,10,42,4,October,12
1007,2020-10-12, Evening, TAS, Seniors,9,22500,202500,2020,10,42,4,October,12
1008,2020-10-13, Morning, WA, Kids,15,37500,562500,2020,10,42,4,October,13
1009,2020-10-13, Morning, WA, Men,6,15000,90000,2020,10,42,4,October,13
1010,2020-10-13, Morning, WA, Women,3,7500,22500,2020,10,42,4,October,13
1011,2020-10-13, Morning, WA, Seniors,14,35000,490000,2020,10,42,4,October,13
1012,2020-10-13, Afternoon, WA, Kids,3,7500,22500,2020,10,42,4,October,13
1013,2020-10-13, Afternoon, WA, Men,8,20000,160000,2020,10,42,4,October,13
1014,2020-10-13, Afternoon, WA, Women,4,10000,40000,2020,10,42,4,October,13
1015,2020-10-13, Afternoon, WA, Seniors,10,25000,250000,2020,10,42,4,October,13
1016,2020-10-13, Evening, WA, Kids,8,20000,160000,2020,10,42,4,October,13
1017,2020-10-13, Evening, WA, Men,5,12500,62500,2020,10,42,4,October,13
1018,2020-10-13, Evening, WA, Women,15,37500,562500,2020,10,42,4,October,13
1019,2020-10-13, Evening, WA, Seniors,3,7500,22500,2020,10,42,4,October,13
1020,2020-10-13, Morning, NT, Kids,12,30000,360000,2020,10,42,4,October,13
1021,2020-10-13, Morning, NT, Men,3,7500,22500,2020,10,42,4,October,13
1022,2020-10-13, Morning, NT, Women,14,35000,490000,2020,10,42,4,October,13
1023,2020-10-13, Morning, NT, Seniors,3,7500,22500,2020,10,42,4,October,13
1024,2020-10-13, Afternoon, NT, Kids,13,32500,422500,2020,10,42,4,October,13
1025,2020-10-13, Afternoon, NT, Men,6,15000,90000,2020,10,42,4,October,13
1026,2020-10-13, Afternoon, NT, Women,14,35000,490000,2020,10,42,4,October,13
1027,2020-10-13, Afternoon, NT, Seniors,6,15000,90000,2020,10,42,4,October,13
1028,2020-10-13, Evening, NT, Kids,6,15000,90000,2020,10,42,4,October,13
1029,2020-10-13, Evening, NT, Men,14,35000,490000,2020,10,42,4,October,13
1030,2020-10-13, Evening, NT, Women,8,20000,160000,2020,10,42,4,October,13
1031,2020-10-13, Evening, NT, Seniors,3,7500,22500,2020,10,42,4,October,13
1032,2020-10-13, Morning, SA, Kids,10,25000,250000,2020,10,42,4,October,13
1033,2020-10-13, Morning, SA, Men,24,60000,1440000,2020,10,42,4,October,13
1034,2020-10-13, Morning, SA, Women,24,60000,1440000,2020,10,42,4,October,13
1035,2020-10-13, Morning, SA, Seniors,26,65000,1690000,2020,10,42,4,October,13
1036,2020-10-13, Afternoon, SA, Kids,24,60000,1440000,2020,10,42,4,October,13
1037,2020-10-13, Afternoon, SA, Men,16,40000,640000,2020,10,42,4,October,13
1038,2020-10-13, Afternoon, SA, Women,32,80000,2560000,2020,10,42,4,October,13
1039,2020-10-13, Afternoon, SA, Seniors,24,60000,1440000,2020,10,42,4,October,13
1040,2020-10-13, Evening, SA, Kids,33,82500,2722500,2020,10,42,4,October,13
1041,2020-10-13, Evening, SA, Men,22,55000,1210000,2020,10,42,4,October,13
1042,2020-10-13, Evening, SA, Women,20,50000,1000000,2020,10,42,4,October,13
1043,2020-10-13, Evening, SA, Seniors,35,87500,3062500,2020,10,42,4,October,13
1044,2020-10-13, Morning, VIC, Kids,39,97500,3802500,2020,10,42,4,October,13
1045,2020-10-13, Morning, VIC, Men,49,122500,6002500,2020,10,42,4,October,13
1046,2020-10-13, Morning, VIC, Women,47,117500,5522500,2020,10,42,4,October,13
1047,2020-10-13, Morning, VIC, Seniors,32,80000,2560000,2020,10,42,4,October,13
1048,2020-10-13, Afternoon, VIC, Kids,41,102500,4202500,2020,10,42,4,October,13
1049,2020-10-13, Afternoon, VIC, Men,47,117500,5522500,2020,10,42,4,October,13
1050,2020-10-13, Afternoon, VIC, Women,38,95000,3610000,2020,10,42,4,October,13
1051,2020-10-13, Afternoon, VIC, Seniors,28,70000,1960000,2020,10,42,4,October,13
1052,2020-10-13, Evening, VIC, Kids,30,75000,2250000,2020,10,42,4,October,13
1053,2020-10-13, Evening, VIC, Men,44,110000,4840000,2020,10,42,4,October,13
1054,2020-10-13, Evening, VIC, Women,43,107500,4622500,2020,10,42,4,October,13
1055,2020-10-13, Evening, VIC, Seniors,49,122500,6002500,2020,10,42,4,October,13
1056,2020-10-13, Morning, QLD, Kids,13,32500,422500,2020,10,42,4,October,13
1057,2020-10-13, Morning, QLD, Men,15,37500,562500,2020,10,42,4,October,13
1058,2020-10-13, Morning, QLD, Women,14,35000,490000,2020,10,42,4,October,13
1059,2020-10-13, Morning, QLD, Seniors,13,32500,422500,2020,10,42,4,October,13
1060,2020-10-13, Afternoon, QLD, Kids,15,37500,562500,2020,10,42,4,October,13
1061,2020-10-13, Afternoon, QLD, Men,14,35000,490000,2020,10,42,4,October,13
1062,2020-10-13, Afternoon, QLD, Women,14,35000,490000,2020,10,42,4,October,13
1063,2020-10-13, Afternoon, QLD, Seniors,8,20000,160000,2020,10,42,4,October,13
1064,2020-10-13, Evening, QLD, Kids,16,40000,640000,2020,10,42,4,October,13
1065,2020-10-13, Evening, QLD, Men,10,25000,250000,2020,10,42,4,October,13
1066,2020-10-13, Evening, QLD, Women,19,47500,902500,2020,10,42,4,October,13
1067,2020-10-13, Evening, QLD, Seniors,10,25000,250000,2020,10,42,4,October,13
1068,2020-10-13, Morning, NSW, Kids,21,52500,1102500,2020,10,42,4,October,13
1069,2020-10-13, Morning, NSW, Men,15,37500,562500,2020,10,42,4,October,13
1070,2020-10-13, Morning, NSW, Women,29,72500,2102500,2020,10,42,4,October,13
1071,2020-10-13, Morning, NSW, Seniors,25,62500,1562500,2020,10,42,4,October,13
1072,2020-10-13, Afternoon, NSW, Kids,31,77500,2402500,2020,10,42,4,October,13
1073,2020-10-13, Afternoon, NSW, Men,22,55000,1210000,2020,10,42,4,October,13
1074,2020-10-13, Afternoon, NSW, Women,21,52500,1102500,2020,10,42,4,October,13
1075,2020-10-13, Afternoon, NSW, Seniors,29,72500,2102500,2020,10,42,4,October,13
1076,2020-10-13, Evening, NSW, Kids,33,82500,2722500,2020,10,42,4,October,13
1077,2020-10-13, Evening, NSW, Men,32,80000,2560000,2020,10,42,4,October,13
1078,2020-10-13, Evening, NSW, Women,38,95000,3610000,2020,10,42,4,October,13
1079,2020-10-13, Evening, NSW, Seniors,18,45000,810000,2020,10,42,4,October,13
1080,2020-10-13, Morning, TAS, Kids,14,35000,490000,2020,10,42,4,October,13
1081,2020-10-13, Morning, TAS, Men,12,30000,360000,2020,10,42,4,October,13
1082,2020-10-13, Morning, TAS, Women,4,10000,40000,2020,10,42,4,October,13
1083,2020-10-13, Morning, TAS, Seniors,8,20000,160000,2020,10,42,4,October,13
1084,2020-10-13, Afternoon, TAS, Kids,6,15000,90000,2020,10,42,4,October,13
1085,2020-10-13, Afternoon, TAS, Men,11,27500,302500,2020,10,42,4,October,13
1086,2020-10-13, Afternoon, TAS, Women,7,17500,122500,2020,10,42,4,October,13
1087,2020-10-13, Afternoon, TAS, Seniors,5,12500,62500,2020,10,42,4,October,13
1088,2020-10-13, Evening, TAS, Kids,11,27500,302500,2020,10,42,4,October,13
1089,2020-10-13, Evening, TAS, Men,4,10000,40000,2020,10,42,4,October,13
1090,2020-10-13, Evening, TAS, Women,8,20000,160000,2020,10,42,4,October,13
1091,2020-10-13, Evening, TAS, Seniors,3,7500,22500,2020,10,42,4,October,13
1092,2020-10-14, Morning, WA, Kids,7,17500,122500,2020,10,42,4,October,14
1093,2020-10-14, Morning, WA, Men,12,30000,360000,2020,10,42,4,October,14
1094,2020-10-14, Morning, WA, Women,14,35000,490000,2020,10,42,4,October,14
1095,2020-10-14, Morning, WA, Seniors,14,35000,490000,2020,10,42,4,October,14
1096,2020-10-14, Afternoon, WA, Kids,12,30000,360000,2020,10,42,4,October,14
1097,2020-10-14, Afternoon, WA, Men,13,32500,422500,2020,10,42,4,October,14
1098,2020-10-14, Afternoon, WA, Women,14,35000,490000,2020,10,42,4,October,14
1099,2020-10-14, Afternoon, WA, Seniors,14,35000,490000,2020,10,42,4,October,14
1100,2020-10-14, Evening, WA, Kids,8,20000,160000,2020,10,42,4,October,14
1101,2020-10-14, Evening, WA, Men,4,10000,40000,2020,10,42,4,October,14
1102,2020-10-14, Evening, WA, Women,4,10000,40000,2020,10,42,4,October,14
1103,2020-10-14, Evening, WA, Seniors,8,20000,160000,2020,10,42,4,October,14
1104,2020-10-14, Morning, NT, Kids,3,7500,22500,2020,10,42,4,October,14
1105,2020-10-14, Morning, NT, Men,6,15000,90000,2020,10,42,4,October,14
1106,2020-10-14, Morning, NT, Women,15,37500,562500,2020,10,42,4,October,14
1107,2020-10-14, Morning, NT, Seniors,8,20000,160000,2020,10,42,4,October,14
1108,2020-10-14, Afternoon, NT, Kids,7,17500,122500,2020,10,42,4,October,14
1109,2020-10-14, Afternoon, NT, Men,6,15000,90000,2020,10,42,4,October,14
1110,2020-10-14, Afternoon, NT, Women,15,37500,562500,2020,10,42,4,October,14
1111,2020-10-14, Afternoon, NT, Seniors,9,22500,202500,2020,10,42,4,October,14
1112,2020-10-14, Evening, NT, Kids,10,25000,250000,2020,10,42,4,October,14
1113,2020-10-14, Evening, NT, Men,9,22500,202500,2020,10,42,4,October,14
1114,2020-10-14, Evening, NT, Women,15,37500,562500,2020,10,42,4,October,14
1115,2020-10-14, Evening, NT, Seniors,6,15000,90000,2020,10,42,4,October,14
1116,2020-10-14, Morning, SA, Kids,25,62500,1562500,2020,10,42,4,October,14
1117,2020-10-14, Morning, SA, Men,19,47500,902500,2020,10,42,4,October,14
1118,2020-10-14, Morning, SA, Women,33,82500,2722500,2020,10,42,4,October,14
1119,2020-10-14, Morning, SA, Seniors,29,72500,2102500,2020,10,42,4,October,14
1120,2020-10-14, Afternoon, SA, Kids,18,45000,810000,2020,10,42,4,October,14
1121,2020-10-14, Afternoon, SA, Men,34,85000,2890000,2020,10,42,4,October,14
1122,2020-10-14, Afternoon, SA, Women,14,35000,490000,2020,10,42,4,October,14
1123,2020-10-14, Afternoon, SA, Seniors,14,35000,490000,2020,10,42,4,October,14
1124,2020-10-14, Evening, SA, Kids,21,52500,1102500,2020,10,42,4,October,14
1125,2020-10-14, Evening, SA, Men,21,52500,1102500,2020,10,42,4,October,14
1126,2020-10-14, Evening, SA, Women,29,72500,2102500,2020,10,42,4,October,14
1127,2020-10-14, Evening, SA, Seniors,10,25000,250000,2020,10,42,4,October,14
1128,2020-10-14, Morning, VIC, Kids,33,82500,2722500,2020,10,42,4,October,14
1129,2020-10-14, Morning, VIC, Men,48,120000,5760000,2020,10,42,4,October,14
1130,2020-10-14, Morning, VIC, Women,50,125000,6250000,2020,10,42,4,October,14
1131,2020-10-14, Morning, VIC, Seniors,29,72500,2102500,2020,10,42,4,October,14
1132,2020-10-14, Afternoon, VIC, Kids,49,122500,6002500,2020,10,42,4,October,14
1133,2020-10-14, Afternoon, VIC, Men,27,67500,1822500,2020,10,42,4,October,14
1134,2020-10-14, Afternoon, VIC, Women,35,87500,3062500,2020,10,42,4,October,14
1135,2020-10-14, Afternoon, VIC, Seniors,45,112500,5062500,2020,10,42,4,October,14
1136,2020-10-14, Evening, VIC, Kids,25,62500,1562500,2020,10,42,4,October,14
1137,2020-10-14, Evening, VIC, Men,27,67500,1822500,2020,10,42,4,October,14
1138,2020-10-14, Evening, VIC, Women,50,125000,6250000,2020,10,42,4,October,14
1139,2020-10-14, Evening, VIC, Seniors,31,77500,2402500,2020,10,42,4,October,14
1140,2020-10-14, Morning, QLD, Kids,20,50000,1000000,2020,10,42,4,October,14
1141,2020-10-14, Morning, QLD, Men,11,27500,302500,2020,10,42,4,October,14
1142,2020-10-14, Morning, QLD, Women,13,32500,422500,2020,10,42,4,October,14
1143,2020-10-14, Morning, QLD, Seniors,17,42500,722500,2020,10,42,4,October,14
1144,2020-10-14, Afternoon, QLD, Kids,7,17500,122500,2020,10,42,4,October,14
1145,2020-10-14, Afternoon, QLD, Men,15,37500,562500,2020,10,42,4,October,14
1146,2020-10-14, Afternoon, QLD, Women,16,40000,640000,2020,10,42,4,October,14
1147,2020-10-14, Afternoon, QLD, Seniors,13,32500,422500,2020,10,42,4,October,14
1148,2020-10-14, Evening, QLD, Kids,11,27500,302500,2020,10,42,4,October,14
1149,2020-10-14, Evening, QLD, Men,6,15000,90000,2020,10,42,4,October,14
1150,2020-10-14, Evening, QLD, Women,10,25000,250000,2020,10,42,4,October,14
1151,2020-10-14, Evening, QLD, Seniors,9,22500,202500,2020,10,42,4,October,14
1152,2020-10-14, Morning, NSW, Kids,38,95000,3610000,2020,10,42,4,October,14
1153,2020-10-14, Morning, NSW, Men,26,65000,1690000,2020,10,42,4,October,14
1154,2020-10-14, Morning, NSW, Women,34,85000,2890000,2020,10,42,4,October,14
1155,2020-10-14, Morning, NSW, Seniors,40,100000,4000000,2020,10,42,4,October,14
1156,2020-10-14, Afternoon, NSW, Kids,36,90000,3240000,2020,10,42,4,October,14
1157,2020-10-14, Afternoon, NSW, Men,25,62500,1562500,2020,10,42,4,October,14
1158,2020-10-14, Afternoon, NSW, Women,35,87500,3062500,2020,10,42,4,October,14
1159,2020-10-14, Afternoon, NSW, Seniors,39,97500,3802500,2020,10,42,4,October,14
1160,2020-10-14, Evening, NSW, Kids,30,75000,2250000,2020,10,42,4,October,14
1161,2020-10-14, Evening, NSW, Men,34,85000,2890000,2020,10,42,4,October,14
1162,2020-10-14, Evening, NSW, Women,18,45000,810000,2020,10,42,4,October,14
1163,2020-10-14, Evening, NSW, Seniors,24,60000,1440000,2020,10,42,4,October,14
1164,2020-10-14, Morning, TAS, Kids,7,17500,122500,2020,10,42,4,October,14
1165,2020-10-14, Morning, TAS, Men,9,22500,202500,2020,10,42,4,October,14
1166,2020-10-14, Morning, TAS, Women,3,7500,22500,2020,10,42,4,October,14
1167,2020-10-14, Morning, TAS, Seniors,4,10000,40000,2020,10,42,4,October,14
1168,2020-10-14, Afternoon, TAS, Kids,14,35000,490000,2020,10,42,4,October,14
1169,2020-10-14, Afternoon, TAS, Men,6,15000,90000,2020,10,42,4,October,14
1170,2020-10-14, Afternoon, TAS, Women,8,20000,160000,2020,10,42,4,October,14
1171,2020-10-14, Afternoon, TAS, Seniors,12,30000,360000,2020,10,42,4,October,14
1172,2020-10-14, Evening, TAS, Kids,3,7500,22500,2020,10,42,4,October,14
1173,2020-10-14, Evening, TAS, Men,11,27500,302500,2020,10,42,4,October,14
1174,2020-10-14, Evening, TAS, Women,15,37500,562500,2020,10,42,4,October,14
1175,2020-10-14, Evening, TAS, Seniors,14,35000,490000,2020,10,42,4,October,14
1176,2020-10-15, Morning, WA, Kids,15,37500,562500,2020,10,42,4,October,15
1177,2020-10-15, Morning, WA, Men,9,22500,202500,2020,10,42,4,October,15
1178,2020-10-15, Morning, WA, Women,4,10000,40000,2020,10,42,4,October,15
1179,2020-10-15, Morning, WA, Seniors,13,32500,422500,2020,10,42,4,October,15
1180,2020-10-15, Afternoon, WA, Kids,14,35000,490000,2020,10,42,4,October,15
1181,2020-10-15, Afternoon, WA, Men,8,20000,160000,2020,10,42,4,October,15
1182,2020-10-15, Afternoon, WA, Women,13,32500,422500,2020,10,42,4,October,15
1183,2020-10-15, Afternoon, WA, Seniors,7,17500,122500,2020,10,42,4,October,15
1184,2020-10-15, Evening, WA, Kids,9,22500,202500,2020,10,42,4,October,15
1185,2020-10-15, Evening, WA, Men,13,32500,422500,2020,10,42,4,October,15
1186,2020-10-15, Evening, WA, Women,3,7500,22500,2020,10,42,4,October,15
1187,2020-10-15, Evening, WA, Seniors,9,22500,202500,2020,10,42,4,October,15
1188,2020-10-15, Morning, NT, Kids,10,25000,250000,2020,10,42,4,October,15
1189,2020-10-15, Morning, NT, Men,5,12500,62500,2020,10,42,4,October,15
1190,2020-10-15, Morning, NT, Women,13,32500,422500,2020,10,42,4,October,15
1191,2020-10-15, Morning, NT, Seniors,9,22500,202500,2020,10,42,4,October,15
1192,2020-10-15, Afternoon, NT, Kids,11,27500,302500,2020,10,42,4,October,15
1193,2020-10-15, Afternoon, NT, Men,10,25000,250000,2020,10,42,4,October,15
1194,2020-10-15, Afternoon, NT, Women,12,30000,360000,2020,10,42,4,October,15
1195,2020-10-15, Afternoon, NT, Seniors,5,12500,62500,2020,10,42,4,October,15
1196,2020-10-15, Evening, NT, Kids,12,30000,360000,2020,10,42,4,October,15
1197,2020-10-15, Evening, NT, Men,4,10000,40000,2020,10,42,4,October,15
1198,2020-10-15, Evening, NT, Women,3,7500,22500,2020,10,42,4,October,15
1199,2020-10-15, Evening, NT, Seniors,5,12500,62500,2020,10,42,4,October,15
1200,2020-10-15, Morning, SA, Kids,33,82500,2722500,2020,10,42,4,October,15
1201,2020-10-15, Morning, SA, Men,20,50000,1000000,2020,10,42,4,October,15
1202,2020-10-15, Morning, SA, Women,17,42500,722500,2020,10,42,4,October,15
1203,2020-10-15, Morning, SA, Seniors,27,67500,1822500,2020,10,42,4,October,15
1204,2020-10-15, Afternoon, SA, Kids,32,80000,2560000,2020,10,42,4,October,15
1205,2020-10-15, Afternoon, SA, Men,17,42500,722500,2020,10,42,4,October,15
1206,2020-10-15, Afternoon, SA, Women,24,60000,1440000,2020,10,42,4,October,15
1207,2020-10-15, Afternoon, SA, Seniors,25,62500,1562500,2020,10,42,4,October,15
1208,2020-10-15, Evening, SA, Kids,14,35000,490000,2020,10,42,4,October,15
1209,2020-10-15, Evening, SA, Men,35,87500,3062500,2020,10,42,4,October,15
1210,2020-10-15, Evening, SA, Women,25,62500,1562500,2020,10,42,4,October,15
1211,2020-10-15, Evening, SA, Seniors,10,25000,250000,2020,10,42,4,October,15
1212,2020-10-15, Morning, VIC, Kids,45,112500,5062500,2020,10,42,4,October,15
1213,2020-10-15, Morning, VIC, Men,30,75000,2250000,2020,10,42,4,October,15
1214,2020-10-15, Morning, VIC, Women,41,102500,4202500,2020,10,42,4,October,15
1215,2020-10-15, Morning, VIC, Seniors,47,117500,5522500,2020,10,42,4,October,15
1216,2020-10-15, Afternoon, VIC, Kids,30,75000,2250000,2020,10,42,4,October,15
1217,2020-10-15, Afternoon, VIC, Men,35,87500,3062500,2020,10,42,4,October,15
1218,2020-10-15, Afternoon, VIC, Women,34,85000,2890000,2020,10,42,4,October,15
1219,2020-10-15, Afternoon, VIC, Seniors,40,100000,4000000,2020,10,42,4,October,15
1220,2020-10-15, Evening, VIC, Kids,27,67500,1822500,2020,10,42,4,October,15
1221,2020-10-15, Evening, VIC, Men,41,102500,4202500,2020,10,42,4,October,15
1222,2020-10-15, Evening, VIC, Women,39,97500,3802500,2020,10,42,4,October,15
1223,2020-10-15, Evening, VIC, Seniors,37,92500,3422500,2020,10,42,4,October,15
1224,2020-10-15, Morning, QLD, Kids,15,37500,562500,2020,10,42,4,October,15
1225,2020-10-15, Morning, QLD, Men,18,45000,810000,2020,10,42,4,October,15
1226,2020-10-15, Morning, QLD, Women,11,27500,302500,2020,10,42,4,October,15
1227,2020-10-15, Morning, QLD, Seniors,10,25000,250000,2020,10,42,4,October,15
1228,2020-10-15, Afternoon, QLD, Kids,12,30000,360000,2020,10,42,4,October,15
1229,2020-10-15, Afternoon, QLD, Men,15,37500,562500,2020,10,42,4,October,15
1230,2020-10-15, Afternoon, QLD, Women,7,17500,122500,2020,10,42,4,October,15
1231,2020-10-15, Afternoon, QLD, Seniors,7,17500,122500,2020,10,42,4,October,15
1232,2020-10-15, Evening, QLD, Kids,20,50000,1000000,2020,10,42,4,October,15
1233,2020-10-15, Evening, QLD, Men,6,15000,90000,2020,10,42,4,October,15
1234,2020-10-15, Evening, QLD, Women,5,12500,62500,2020,10,42,4,October,15
1235,2020-10-15, Evening, QLD, Seniors,9,22500,202500,2020,10,42,4,October,15
1236,2020-10-15, Morning, NSW, Kids,31,77500,2402500,2020,10,42,4,October,15
1237,2020-10-15, Morning, NSW, Men,17,42500,722500,2020,10,42,4,October,15
1238,2020-10-15, Morning, NSW, Women,30,75000,2250000,2020,10,42,4,October,15
1239,2020-10-15, Morning, NSW, Seniors,21,52500,1102500,2020,10,42,4,October,15
1240,2020-10-15, Afternoon, NSW, Kids,36,90000,3240000,2020,10,42,4,October,15
1241,2020-10-15, Afternoon, NSW, Men,33,82500,2722500,2020,10,42,4,October,15
1242,2020-10-15, Afternoon, NSW, Women,33,82500,2722500,2020,10,42,4,October,15
1243,2020-10-15, Afternoon, NSW, Seniors,39,97500,3802500,2020,10,42,4,October,15
1244,2020-10-15, Evening, NSW, Kids,25,62500,1562500,2020,10,42,4,October,15
1245,2020-10-15, Evening, NSW, Men,31,77500,2402500,2020,10,42,4,October,15
1246,2020-10-15, Evening, NSW, Women,25,62500,1562500,2020,10,42,4,October,15
1247,2020-10-15, Evening, NSW, Seniors,17,42500,722500,2020,10,42,4,October,15
1248,2020-10-15, Morning, TAS, Kids,11,27500,302500,2020,10,42,4,October,15
1249,2020-10-15, Morning, TAS, Men,5,12500,62500,2020,10,42,4,October,15
1250,2020-10-15, Morning, TAS, Women,15,37500,562500,2020,10,42,4,October,15
1251,2020-10-15, Morning, TAS, Seniors,3,7500,22500,2020,10,42,4,October,15
1252,2020-10-15, Afternoon, TAS, Kids,7,17500,122500,2020,10,42,4,October,15
1253,2020-10-15, Afternoon, TAS, Men,10,25000,250000,2020,10,42,4,October,15
1254,2020-10-15, Afternoon, TAS, Women,3,7500,22500,2020,10,42,4,October,15
1255,2020-10-15, Afternoon, TAS, Seniors,13,32500,422500,2020,10,42,4,October,15
