,Date,Time,State,Group,Unit,Sales
1943,2020-10-24, Evening, WA, Seniors,9,22500
1944,2020-10-24, Morning, NT, Kids,5,12500
1945,2020-10-24, Morning, NT, Men,12,30000
1946,2020-10-24, Morning, NT, Women,6,15000
1947,2020-10-24, Morning, NT, Seniors,15,37500
1948,2020-10-24, Afternoon, NT, Kids,7,17500
1949,2020-10-24, Afternoon, NT, Men,4,10000
1950,2020-10-24, Afternoon, NT, Women,7,17500
1951,2020-10-24, Afternoon, NT, Seniors,14,35000
1952,2020-10-24, Evening, NT, Kids,6,15000
1953,2020-10-24, Evening, NT, Men,14,35000
1954,2020-10-24, Evening, NT, Women,13,32500
1955,2020-10-24, Evening, NT, Seniors,5,12500
1956,2020-10-24, Morning, SA, Kids,25,62500
1957,2020-10-24, Morning, SA, Men,30,75000
1958,2020-10-24, Morning, SA, Women,33,82500
1959,2020-10-24, Morning, SA, Seniors,30,75000
1960,2020-10-24, Afternoon, SA, Kids,11,27500
1961,2020-10-24, Afternoon, SA, Men,10,25000
1962,2020-10-24, Afternoon, SA, Women,19,47500
1963,2020-10-24, Afternoon, SA, Seniors,23,57500
1964,2020-10-24, Evening, SA, Kids,24,60000
1965,2020-10-24, Evening, SA, Men,25,62500
1966,2020-10-24, Evening, SA, Women,19,47500
1967,2020-10-24, Evening, SA, Seniors,11,27500
1968,2020-10-24, Morning, VIC, Kids,47,117500
1969,2020-10-24, Morning, VIC, Men,27,67500
1970,2020-10-24, Morning, VIC, Women,43,107500
1971,2020-10-24, Morning, VIC, Seniors,45,112500
1972,2020-10-24, Afternoon, VIC, Kids,36,90000
1973,2020-10-24, Afternoon, VIC, Men,43,107500
1974,2020-10-24, Afternoon, VIC, Women,31,77500
1975,2020-10-24, Afternoon, VIC, Seniors,33,82500
1976,2020-10-24, Evening, VIC, Kids,40,100000
1977,2020-10-24, Evening, VIC, Men,45,112500
1978,2020-10-24, Evening, VIC, Women,40,100000
1979,2020-10-24, Evening, VIC, Seniors,38,95000
1980,2020-10-24, Morning, QLD, Kids,10,25000
1981,2020-10-24, Morning, QLD, Men,19,47500
1982,2020-10-24, Morning, QLD, Women,18,45000
1983,2020-10-24, Morning, QLD, Seniors,11,27500
1984,2020-10-24, Afternoon, QLD, Kids,20,50000
1985,2020-10-24, Afternoon, QLD, Men,15,37500
1986,2020-10-24, Afternoon, QLD, Women,7,17500
1987,2020-10-24, Afternoon, QLD, Seniors,7,17500
1988,2020-10-24, Evening, QLD, Kids,5,12500
1989,2020-10-24, Evening, QLD, Men,19,47500
1990,2020-10-24, Evening, QLD, Women,20,50000
1991,2020-10-24, Evening, QLD, Seniors,11,27500
1992,2020-10-24, Morning, NSW, Kids,40,100000
1993,2020-10-24, Morning, NSW, Men,32,80000
1994,2020-10-24, Morning, NSW, Women,29,72500
1995,2020-10-24, Morning, NSW, Seniors,17,42500
1996,2020-10-24, Afternoon, NSW, Kids,15,37500
1997,2020-10-24, Afternoon, NSW, Men,19,47500
1998,2020-10-24, Afternoon, NSW, Women,40,100000
1999,2020-10-24, Afternoon, NSW, Seniors,16,40000
2000,2020-10-24, Evening, NSW, Kids,38,95000
2001,2020-10-24, Evening, NSW, Men,33,82500
2002,2020-10-24, Evening, NSW, Women,37,92500
2003,2020-10-24, Evening, NSW, Seniors,28,70000
2004,2020-10-24, Morning, TAS, Kids,14,35000
2005,2020-10-24, Morning, TAS, Men,10,25000
2006,2020-10-24, Morning, TAS, Women,12,30000
2007,2020-10-24, Morning, TAS, Seniors,14,35000
2008,2020-10-24, Afternoon, TAS, Kids,13,32500
2009,2020-10-24, Afternoon, TAS, Men,15,37500
2010,2020-10-24, Afternoon, TAS, Women,13,32500
2011,2020-10-24, Afternoon, TAS, Seniors,11,27500
2012,2020-10-24, Evening, TAS, Kids,10,25000
2013,2020-10-24, Evening, TAS, Men,8,20000
2014,2020-10-24, Evening, TAS, Women,3,7500
2015,2020-10-24, Evening, TAS, Seniors,13,32500
2016,2020-10-25, Morning, WA, Kids,5,12500
2017,2020-10-25, Morning, WA, Men,8,20000
2018,2020-10-25, Morning, WA, Women,7,17500
2019,2020-10-25, Morning, WA, Seniors,7,17500
2020,2020-10-25, Afternoon, WA, Kids,5,12500
2021,2020-10-25, Afternoon, WA, Men,13,32500
2022,2020-10-25, Afternoon, WA, Women,13,32500
2023,2020-10-25, Afternoon, WA, Seniors,9,22500
2024,2020-10-25, Evening, WA, Kids,11,27500
2025,2020-10-25, Evening, WA, Men,10,25000
2026,2020-10-25, Evening, WA, Women,4,10000
2027,2020-10-25, Evening, WA, Seniors,11,27500
2028,2020-10-25, Morning, NT, Kids,11,27500
2029,2020-10-25, Morning, NT, Men,10,25000
2030,2020-10-25, Morning, NT, Women,7,17500
2031,2020-10-25, Morning, NT, Seniors,11,27500
2032,2020-10-25, Afternoon, NT, Kids,11,27500
2033,2020-10-25, Afternoon, NT, Men,9,22500
2034,2020-10-25, Afternoon, NT, Women,13,32500
2035,2020-10-25, Afternoon, NT, Seniors,5,12500
2036,2020-10-25, Evening, NT, Kids,10,25000
2037,2020-10-25, Evening, NT, Men,6,15000
2038,2020-10-25, Evening, NT, Women,12,30000
2039,2020-10-25, Evening, NT, Seniors,7,17500
2040,2020-10-25, Morning, SA, Kids,14,35000
2041,2020-10-25, Morning, SA, Men,19,47500
2042,2020-10-25, Morning, SA, Women,27,67500
2043,2020-10-25, Morning, SA, Seniors,12,30000
2044,2020-10-25, Afternoon, SA, Kids,32,80000
2045,2020-10-25, Afternoon, SA, Men,23,57500
2046,2020-10-25, Afternoon, SA, Women,28,70000
2047,2020-10-25, Afternoon, SA, Seniors,28,70000
2048,2020-10-25, Evening, SA, Kids,22,55000
2049,2020-10-25, Evening, SA, Men,19,47500
2050,2020-10-25, Evening, SA, Women,11,27500
2051,2020-10-25, Evening, SA, Seniors,30,75000
2052,2020-10-25, Morning, VIC, Kids,29,72500
2053,2020-10-25, Morning, VIC, Men,39,97500
2054,2020-10-25, Morning, VIC, Women,29,72500
2055,2020-10-25, Morning, VIC, Seniors,43,107500
2056,2020-10-25, Afternoon, VIC, Kids,33,82500
2057,2020-10-25, Afternoon, VIC, Men,31,77500
2058,2020-10-25, Afternoon, VIC, Women,30,75000
2059,2020-10-25, Afternoon, VIC, Seniors,35,87500
2060,2020-10-25, Evening, VIC, Kids,46,115000
2061,2020-10-25, Evening, VIC, Men,32,80000
2062,2020-10-25, Evening, VIC, Women,48,120000
2063,2020-10-25, Evening, VIC, Seniors,44,110000
2064,2020-10-25, Morning, QLD, Kids,15,37500
2065,2020-10-25, Morning, QLD, Men,20,50000
2066,2020-10-25, Morning, QLD, Women,8,20000
2067,2020-10-25, Morning, QLD, Seniors,8,20000
2068,2020-10-25, Afternoon, QLD, Kids,11,27500
2069,2020-10-25, Afternoon, QLD, Men,15,37500
2070,2020-10-25, Afternoon, QLD, Women,18,45000
2071,2020-10-25, Afternoon, QLD, Seniors,9,22500
2072,2020-10-25, Evening, QLD, Kids,8,20000
2073,2020-10-25, Evening, QLD, Men,10,25000
2074,2020-10-25, Evening, QLD, Women,15,37500
2075,2020-10-25, Evening, QLD, Seniors,6,15000
2076,2020-10-25, Morning, NSW, Kids,27,67500
2077,2020-10-25, Morning, NSW, Men,38,95000
2078,2020-10-25, Morning, NSW, Women,17,42500
2079,2020-10-25, Morning, NSW, Seniors,27,67500
2080,2020-10-25, Afternoon, NSW, Kids,38,95000
2081,2020-10-25, Afternoon, NSW, Men,35,87500
2082,2020-10-25, Afternoon, NSW, Women,21,52500
2083,2020-10-25, Afternoon, NSW, Seniors,37,92500
2084,2020-10-25, Evening, NSW, Kids,33,82500
2085,2020-10-25, Evening, NSW, Men,40,100000
2086,2020-10-25, Evening, NSW, Women,29,72500
2087,2020-10-25, Evening, NSW, Seniors,35,87500
2088,2020-10-25, Morning, TAS, Kids,7,17500
2089,2020-10-25, Morning, TAS, Men,13,32500
2090,2020-10-25, Morning, TAS, Women,13,32500
2091,2020-10-25, Morning, TAS, Seniors,6,15000
2092,2020-10-25, Afternoon, TAS, Kids,3,7500
2093,2020-10-25, Afternoon, TAS, Men,11,27500
2094,2020-10-25, Afternoon, TAS, Women,7,17500
2095,2020-10-25, Afternoon, TAS, Seniors,13,32500
2096,2020-10-25, Evening, TAS, Kids,13,32500
2097,2020-10-25, Evening, TAS, Men,3,7500
2098,2020-10-25, Evening, TAS, Women,12,30000
2099,2020-10-25, Evening, TAS, Seniors,10,25000
2100,2020-10-26, Morning, WA, Kids,7,17500
2101,2020-10-26, Morning, WA, Men,13,32500
2102,2020-10-26, Morning, WA, Women,10,25000
2103,2020-10-26, Morning, WA, Seniors,9,22500
2104,2020-10-26, Afternoon, WA, Kids,7,17500
2105,2020-10-26, Afternoon, WA, Men,6,15000
2106,2020-10-26, Afternoon, WA, Women,10,25000
2107,2020-10-26, Afternoon, WA, Seniors,8,20000
2108,2020-10-26, Evening, WA, Kids,14,35000
2109,2020-10-26, Evening, WA, Men,7,17500
2110,2020-10-26, Evening, WA, Women,8,20000
2111,2020-10-26, Evening, WA, Seniors,6,15000
2112,2020-10-26, Morning, NT, Kids,15,37500
2113,2020-10-26, Morning, NT, Men,11,27500
2114,2020-10-26, Morning, NT, Women,5,12500
2115,2020-10-26, Morning, NT, Seniors,7,17500
2116,2020-10-26, Afternoon, NT, Kids,13,32500
2117,2020-10-26, Afternoon, NT, Men,12,30000
2118,2020-10-26, Afternoon, NT, Women,6,15000
2119,2020-10-26, Afternoon, NT, Seniors,9,22500
2120,2020-10-26, Evening, NT, Kids,11,27500
2121,2020-10-26, Evening, NT, Men,12,30000
2122,2020-10-26, Evening, NT, Women,9,22500
2123,2020-10-26, Evening, NT, Seniors,15,37500
2124,2020-10-26, Morning, SA, Kids,10,25000
2125,2020-10-26, Morning, SA, Men,12,30000
2126,2020-10-26, Morning, SA, Women,10,25000
2127,2020-10-26, Morning, SA, Seniors,21,52500
2128,2020-10-26, Afternoon, SA, Kids,24,60000
2129,2020-10-26, Afternoon, SA, Men,13,32500
2130,2020-10-26, Afternoon, SA, Women,24,60000
2131,2020-10-26, Afternoon, SA, Seniors,33,82500
2132,2020-10-26, Evening, SA, Kids,33,82500
2133,2020-10-26, Evening, SA, Men,28,70000
2134,2020-10-26, Evening, SA, Women,25,62500
2135,2020-10-26, Evening, SA, Seniors,24,60000
2136,2020-10-26, Morning, VIC, Kids,37,92500
2137,2020-10-26, Morning, VIC, Men,50,125000
2138,2020-10-26, Morning, VIC, Women,48,120000
2139,2020-10-26, Morning, VIC, Seniors,34,85000
2140,2020-10-26, Afternoon, VIC, Kids,26,65000
2141,2020-10-26, Afternoon, VIC, Men,50,125000
2142,2020-10-26, Afternoon, VIC, Women,36,90000
2143,2020-10-26, Afternoon, VIC, Seniors,27,67500
2144,2020-10-26, Evening, VIC, Kids,49,122500
2145,2020-10-26, Evening, VIC, Men,47,117500
2146,2020-10-26, Evening, VIC, Women,31,77500
2147,2020-10-26, Evening, VIC, Seniors,32,80000
2148,2020-10-26, Morning, QLD, Kids,13,32500
2149,2020-10-26, Morning, QLD, Men,5,12500
2150,2020-10-26, Morning, QLD, Women,6,15000
2151,2020-10-26, Morning, QLD, Seniors,12,30000
2152,2020-10-26, Afternoon, QLD, Kids,11,27500
2153,2020-10-26, Afternoon, QLD, Men,13,32500
2154,2020-10-26, Afternoon, QLD, Women,14,35000
2155,2020-10-26, Afternoon, QLD, Seniors,10,25000
2156,2020-10-26, Evening, QLD, Kids,7,17500
2157,2020-10-26, Evening, QLD, Men,9,22500
2158,2020-10-26, Evening, QLD, Women,8,20000
2159,2020-10-26, Evening, QLD, Seniors,7,17500
2160,2020-10-26, Morning, NSW, Kids,39,97500
2161,2020-10-26, Morning, NSW, Men,19,47500
2162,2020-10-26, Morning, NSW, Women,31,77500
2163,2020-10-26, Morning, NSW, Seniors,29,72500
2164,2020-10-26, Afternoon, NSW, Kids,25,62500
2165,2020-10-26, Afternoon, NSW, Men,31,77500
2166,2020-10-26, Afternoon, NSW, Women,33,82500
2167,2020-10-26, Afternoon, NSW, Seniors,29,72500
2168,2020-10-26, Evening, NSW, Kids,23,57500
2169,2020-10-26, Evening, NSW, Men,20,50000
2170,2020-10-26, Evening, NSW, Women,33,82500
2171,2020-10-26, Evening, NSW, Seniors,25,62500
2172,2020-10-26, Morning, TAS, Kids,6,15000
2173,2020-10-26, Morning, TAS, Men,5,12500
2174,2020-10-26, Morning, TAS, Women,11,27500
2175,2020-10-26, Morning, TAS, Seniors,13,32500
2176,2020-10-26, Afternoon, TAS, Kids,3,7500
2177,2020-10-26, Afternoon, TAS, Men,5,12500
2178,2020-10-26, Afternoon, TAS, Women,4,10000
2179,2020-10-26, Afternoon, TAS, Seniors,6,15000
2180,2020-10-26, Evening, TAS, Kids,6,15000
2181,2020-10-26, Evening, TAS, Men,15,37500
2182,2020-10-26, Evening, TAS, Women,11,27500
2183,2020-10-26, Evening, TAS, Seniors,3,7500
2184,2020-10-27, Morning, WA, Kids,4,10000
2185,2020-10-27, Morning, WA, Men,9,22500
2186,2020-10-27, Morning, WA, Women,10,25000
2187,2020-10-27, Morning, WA, Seniors,12,30000
2188,2020-10-27, Afternoon, WA, Kids,13,32500
2189,2020-10-27, Afternoon, WA, Men,7,17500
2190,2020-10-27, Afternoon, WA, Women,3,7500
2191,2020-10-27, Afternoon, WA, Seniors,7,17500
2192,2020-10-27, Evening, WA, Kids,4,10000
2193,2020-10-27, Evening, WA, Men,5,12500
2194,2020-10-27, Evening, WA, Women,13,32500
2195,2020-10-27, Evening, WA, Seniors,9,22500
2196,2020-10-27, Morning, NT, Kids,11,27500
2197,2020-10-27, Morning, NT, Men,4,10000
2198,2020-10-27, Morning, NT, Women,4,10000
2199,2020-10-27, Morning, NT, Seniors,7,17500
2200,2020-10-27, Afternoon, NT, Kids,14,35000
2201,2020-10-27, Afternoon, NT, Men,6,15000
2202,2020-10-27, Afternoon, NT, Women,15,37500
2203,2020-10-27, Afternoon, NT, Seniors,5,12500
2204,2020-10-27, Evening, NT, Kids,9,22500
2205,2020-10-27, Evening, NT, Men,14,35000
2206,2020-10-27, Evening, NT, Women,7,17500
2207,2020-10-27, Evening, NT, Seniors,4,10000
2208,2020-10-27, Morning, SA, Kids,11,27500
2209,2020-10-27, Morning, SA, Men,26,65000
2210,2020-10-27, Morning, SA, Women,15,37500
2211,2020-10-27, Morning, SA, Seniors,28,70000
2212,2020-10-27, Afternoon, SA, Kids,28,70000
2213,2020-10-27, Afternoon, SA, Men,18,45000
2214,2020-10-27, Afternoon, SA, Women,18,45000
2215,2020-10-27, Afternoon, SA, Seniors,27,67500
2216,2020-10-27, Evening, SA, Kids,18,45000
2217,2020-10-27, Evening, SA, Men,32,80000
2218,2020-10-27, Evening, SA, Women,23,57500
2219,2020-10-27, Evening, SA, Seniors,21,52500
2220,2020-10-27, Morning, VIC, Kids,48,120000
2221,2020-10-27, Morning, VIC, Men,40,100000
2222,2020-10-27, Morning, VIC, Women,48,120000
2223,2020-10-27, Morning, VIC, Seniors,46,115000
2224,2020-10-27, Afternoon, VIC, Kids,26,65000
2225,2020-10-27, Afternoon, VIC, Men,33,82500
2226,2020-10-27, Afternoon, VIC, Women,27,67500
2227,2020-10-27, Afternoon, VIC, Seniors,35,87500
2228,2020-10-27, Evening, VIC, Kids,34,85000
2229,2020-10-27, Evening, VIC, Men,28,70000
2230,2020-10-27, Evening, VIC, Women,25,62500
2231,2020-10-27, Evening, VIC, Seniors,41,102500
2232,2020-10-27, Morning, QLD, Kids,17,42500
2233,2020-10-27, Morning, QLD, Men,10,25000
2234,2020-10-27, Morning, QLD, Women,5,12500
2235,2020-10-27, Morning, QLD, Seniors,9,22500
2236,2020-10-27, Afternoon, QLD, Kids,12,30000
2237,2020-10-27, Afternoon, QLD, Men,18,45000
2238,2020-10-27, Afternoon, QLD, Women,12,30000
2239,2020-10-27, Afternoon, QLD, Seniors,18,45000
2240,2020-10-27, Evening, QLD, Kids,6,15000
2241,2020-10-27, Evening, QLD, Men,10,25000
2242,2020-10-27, Evening, QLD, Women,6,15000
2243,2020-10-27, Evening, QLD, Seniors,10,25000
2244,2020-10-27, Morning, NSW, Kids,22,55000
2245,2020-10-27, Morning, NSW, Men,17,42500
2246,2020-10-27, Morning, NSW, Women,38,95000
2247,2020-10-27, Morning, NSW, Seniors,33,82500
2248,2020-10-27, Afternoon, NSW, Kids,27,67500
2249,2020-10-27, Afternoon, NSW, Men,25,62500
2250,2020-10-27, Afternoon, NSW, Women,32,80000
2251,2020-10-27, Afternoon, NSW, Seniors,23,57500
2252,2020-10-27, Evening, NSW, Kids,29,72500
2253,2020-10-27, Evening, NSW, Men,39,97500
2254,2020-10-27, Evening, NSW, Women,19,47500
2255,2020-10-27, Evening, NSW, Seniors,38,95000
2256,2020-10-27, Morning, TAS, Kids,11,27500
2257,2020-10-27, Morning, TAS, Men,12,30000
2258,2020-10-27, Morning, TAS, Women,11,27500
2259,2020-10-27, Morning, TAS, Seniors,12,30000
2260,2020-10-27, Afternoon, TAS, Kids,6,15000
2261,2020-10-27, Afternoon, TAS, Men,13,32500
2262,2020-10-27, Afternoon, TAS, Women,5,12500
2263,2020-10-27, Afternoon, TAS, Seniors,11,27500
2264,2020-10-27, Evening, TAS, Kids,13,32500
2265,2020-10-27, Evening, TAS, Men,4,10000
2266,2020-10-27, Evening, TAS, Women,13,32500
2267,2020-10-27, Evening, TAS, Seniors,9,22500
2268,2020-10-28, Morning, WA, Kids,13,32500
2269,2020-10-28, Morning, WA, Men,13,32500
2270,2020-10-28, Morning, WA, Women,4,10000
2271,2020-10-28, Morning, WA, Seniors,9,22500
2272,2020-10-28, Afternoon, WA, Kids,8,20000
2273,2020-10-28, Afternoon, WA, Men,11,27500
2274,2020-10-28, Afternoon, WA, Women,4,10000
2275,2020-10-28, Afternoon, WA, Seniors,9,22500
2276,2020-10-28, Evening, WA, Kids,11,27500
2277,2020-10-28, Evening, WA, Men,10,25000
2278,2020-10-28, Evening, WA, Women,10,25000
2279,2020-10-28, Evening, WA, Seniors,3,7500
2280,2020-10-28, Morning, NT, Kids,15,37500
2281,2020-10-28, Morning, NT, Men,6,15000
2282,2020-10-28, Morning, NT, Women,14,35000
2283,2020-10-28, Morning, NT, Seniors,4,10000
2284,2020-10-28, Afternoon, NT, Kids,10,25000
2285,2020-10-28, Afternoon, NT, Men,13,32500
2286,2020-10-28, Afternoon, NT, Women,4,10000
2287,2020-10-28, Afternoon, NT, Seniors,11,27500
2288,2020-10-28, Evening, NT, Kids,15,37500
2289,2020-10-28, Evening, NT, Men,14,35000
2290,2020-10-28, Evening, NT, Women,9,22500
2291,2020-10-28, Evening, NT, Seniors,6,15000
2292,2020-10-28, Morning, SA, Kids,14,35000
2293,2020-10-28, Morning, SA, Men,15,37500
2294,2020-10-28, Morning, SA, Women,22,55000
2295,2020-10-28, Morning, SA, Seniors,35,87500
2296,2020-10-28, Afternoon, SA, Kids,22,55000
2297,2020-10-28, Afternoon, SA, Men,16,40000
2298,2020-10-28, Afternoon, SA, Women,18,45000
2299,2020-10-28, Afternoon, SA, Seniors,34,85000
2300,2020-10-28, Evening, SA, Kids,30,75000
2301,2020-10-28, Evening, SA, Men,29,72500
2302,2020-10-28, Evening, SA, Women,28,70000
2303,2020-10-28, Evening, SA, Seniors,32,80000
2304,2020-10-28, Morning, VIC, Kids,29,72500
2305,2020-10-28, Morning, VIC, Men,41,102500
2306,2020-10-28, Morning, VIC, Women,44,110000
2307,2020-10-28, Morning, VIC, Seniors,31,77500
2308,2020-10-28, Afternoon, VIC, Kids,43,107500
2309,2020-10-28, Afternoon, VIC, Men,33,82500
2310,2020-10-28, Afternoon, VIC, Women,36,90000
2311,2020-10-28, Afternoon, VIC, Seniors,29,72500
2312,2020-10-28, Evening, VIC, Kids,25,62500
2313,2020-10-28, Evening, VIC, Men,45,112500
2314,2020-10-28, Evening, VIC, Women,42,105000
2315,2020-10-28, Evening, VIC, Seniors,36,90000
2316,2020-10-28, Morning, QLD, Kids,16,40000
2317,2020-10-28, Morning, QLD, Men,9,22500
2318,2020-10-28, Morning, QLD, Women,10,25000
2319,2020-10-28, Morning, QLD, Seniors,17,42500
2320,2020-10-28, Afternoon, QLD, Kids,13,32500
2321,2020-10-28, Afternoon, QLD, Men,12,30000
2322,2020-10-28, Afternoon, QLD, Women,7,17500
2323,2020-10-28, Afternoon, QLD, Seniors,7,17500
2324,2020-10-28, Evening, QLD, Kids,14,35000
2325,2020-10-28, Evening, QLD, Men,11,27500
2326,2020-10-28, Evening, QLD, Women,8,20000
2327,2020-10-28, Evening, QLD, Seniors,8,20000
2328,2020-10-28, Morning, NSW, Kids,22,55000
2329,2020-10-28, Morning, NSW, Men,23,57500
2330,2020-10-28, Morning, NSW, Women,36,90000
2331,2020-10-28, Morning, NSW, Seniors,28,70000
2332,2020-10-28, Afternoon, NSW, Kids,15,37500
2333,2020-10-28, Afternoon, NSW, Men,27,67500
2334,2020-10-28, Afternoon, NSW, Women,24,60000
2335,2020-10-28, Afternoon, NSW, Seniors,15,37500
2336,2020-10-28, Evening, NSW, Kids,23,57500
2337,2020-10-28, Evening, NSW, Men,18,45000
2338,2020-10-28, Evening, NSW, Women,26,65000
2339,2020-10-28, Evening, NSW, Seniors,39,97500
2340,2020-10-28, Morning, TAS, Kids,5,12500
2341,2020-10-28, Morning, TAS, Men,15,37500
2342,2020-10-28, Morning, TAS, Women,4,10000
2343,2020-10-28, Morning, TAS, Seniors,8,20000
2344,2020-10-28, Afternoon, TAS, Kids,8,20000
2345,2020-10-28, Afternoon, TAS, Men,6,15000
2346,2020-10-28, Afternoon, TAS, Women,3,7500
2347,2020-10-28, Afternoon, TAS, Seniors,9,22500
2348,2020-10-28, Evening, TAS, Kids,7,17500
2349,2020-10-28, Evening, TAS, Men,14,35000
2350,2020-10-28, Evening, TAS, Women,7,17500
2351,2020-10-28, Evening, TAS, Seniors,15,37500
2352,2020-10-29, Morning, WA, Kids,6,15000
2353,2020-10-29, Morning, WA, Men,8,20000
2354,2020-10-29, Morning, WA, Women,13,32500
2355,2020-10-29, Morning, WA, Seniors,4,10000
2356,2020-10-29, Afternoon, WA, Kids,10,25000
2357,2020-10-29, Afternoon, WA, Men,12,30000
2358,2020-10-29, Afternoon, WA, Women,6,15000
2359,2020-10-29, Afternoon, WA, Seniors,4,10000
2360,2020-10-29, Evening, WA, Kids,5,12500
2361,2020-10-29, Evening, WA, Men,8,20000
2362,2020-10-29, Evening, WA, Women,4,10000
2363,2020-10-29, Evening, WA, Seniors,5,12500
2364,2020-10-29, Morning, NT, Kids,13,32500
2365,2020-10-29, Morning, NT, Men,11,27500
2366,2020-10-29, Morning, NT, Women,14,35000
2367,2020-10-29, Morning, NT, Seniors,7,17500
2368,2020-10-29, Afternoon, NT, Kids,8,20000
2369,2020-10-29, Afternoon, NT, Men,14,35000
2370,2020-10-29, Afternoon, NT, Women,7,17500
2371,2020-10-29, Afternoon, NT, Seniors,4,10000
2372,2020-10-29, Evening, NT, Kids,7,17500
2373,2020-10-29, Evening, NT, Men,6,15000
2374,2020-10-29, Evening, NT, Women,8,20000
2375,2020-10-29, Evening, NT, Seniors,7,17500
2376,2020-10-29, Morning, SA, Kids,35,87500
2377,2020-10-29, Morning, SA, Men,26,65000
2378,2020-10-29, Morning, SA, Women,26,65000
2379,2020-10-29, Morning, SA, Seniors,26,65000
2380,2020-10-29, Afternoon, SA, Kids,33,82500
2381,2020-10-29, Afternoon, SA, Men,32,80000
2382,2020-10-29, Afternoon, SA, Women,30,75000
2383,2020-10-29, Afternoon, SA, Seniors,30,75000
2384,2020-10-29, Evening, SA, Kids,32,80000
2385,2020-10-29, Evening, SA, Men,21,52500
2386,2020-10-29, Evening, SA, Women,13,32500
2387,2020-10-29, Evening, SA, Seniors,22,55000
2388,2020-10-29, Morning, VIC, Kids,44,110000
2389,2020-10-29, Morning, VIC, Men,35,87500
2390,2020-10-29, Morning, VIC, Women,36,90000
2391,2020-10-29, Morning, VIC, Seniors,39,97500
2392,2020-10-29, Afternoon, VIC, Kids,37,92500
2393,2020-10-29, Afternoon, VIC, Men,27,67500
2394,2020-10-29, Afternoon, VIC, Women,42,105000
2395,2020-10-29, Afternoon, VIC, Seniors,39,97500
2396,2020-10-29, Evening, VIC, Kids,36,90000
2397,2020-10-29, Evening, VIC, Men,36,90000
2398,2020-10-29, Evening, VIC, Women,37,92500
2399,2020-10-29, Evening, VIC, Seniors,41,102500
2400,2020-10-29, Morning, QLD, Kids,11,27500
2401,2020-10-29, Morning, QLD, Men,12,30000
2402,2020-10-29, Morning, QLD, Women,13,32500
2403,2020-10-29, Morning, QLD, Seniors,5,12500
2404,2020-10-29, Afternoon, QLD, Kids,9,22500
2405,2020-10-29, Afternoon, QLD, Men,10,25000
2406,2020-10-29, Afternoon, QLD, Women,7,17500
2407,2020-10-29, Afternoon, QLD, Seniors,20,50000
2408,2020-10-29, Evening, QLD, Kids,16,40000
2409,2020-10-29, Evening, QLD, Men,16,40000
2410,2020-10-29, Evening, QLD, Women,6,15000
2411,2020-10-29, Evening, QLD, Seniors,7,17500
2412,2020-10-29, Morning, NSW, Kids,28,70000
2413,2020-10-29, Morning, NSW, Men,36,90000
2414,2020-10-29, Morning, NSW, Women,32,80000
2415,2020-10-29, Morning, NSW, Seniors,19,47500
2416,2020-10-29, Afternoon, NSW, Kids,17,42500
2417,2020-10-29, Afternoon, NSW, Men,29,72500
2418,2020-10-29, Afternoon, NSW, Women,40,100000
2419,2020-10-29, Afternoon, NSW, Seniors,16,40000
2420,2020-10-29, Evening, NSW, Kids,30,75000
2421,2020-10-29, Evening, NSW, Men,20,50000
2422,2020-10-29, Evening, NSW, Women,17,42500
2423,2020-10-29, Evening, NSW, Seniors,36,90000
2424,2020-10-29, Morning, TAS, Kids,13,32500
2425,2020-10-29, Morning, TAS, Men,4,10000
2426,2020-10-29, Morning, TAS, Women,15,37500
2427,2020-10-29, Morning, TAS, Seniors,15,37500
2428,2020-10-29, Afternoon, TAS, Kids,6,15000
2429,2020-10-29, Afternoon, TAS, Men,14,35000
2430,2020-10-29, Afternoon, TAS, Women,11,27500
2431,2020-10-29, Afternoon, TAS, Seniors,4,10000
2432,2020-10-29, Evening, TAS, Kids,3,7500
2433,2020-10-29, Evening, TAS, Men,7,17500
2434,2020-10-29, Evening, TAS, Women,10,25000
2435,2020-10-29, Evening, TAS, Seniors,9,22500
2436,2020-10-30, Morning, WA, Kids,3,7500
2437,2020-10-30, Morning, WA, Men,14,35000
2438,2020-10-30, Morning, WA, Women,5,12500
2439,2020-10-30, Morning, WA, Seniors,12,30000
2440,2020-10-30, Afternoon, WA, Kids,3,7500
2441,2020-10-30, Afternoon, WA, Men,13,32500
2442,2020-10-30, Afternoon, WA, Women,10,25000
2443,2020-10-30, Afternoon, WA, Seniors,5,12500
2444,2020-10-30, Evening, WA, Kids,10,25000
2445,2020-10-30, Evening, WA, Men,4,10000
2446,2020-10-30, Evening, WA, Women,15,37500
2447,2020-10-30, Evening, WA, Seniors,4,10000
2448,2020-10-30, Morning, NT, Kids,11,27500
2449,2020-10-30, Morning, NT, Men,3,7500
2450,2020-10-30, Morning, NT, Women,4,10000
2451,2020-10-30, Morning, NT, Seniors,13,32500
2452,2020-10-30, Afternoon, NT, Kids,6,15000
2453,2020-10-30, Afternoon, NT, Men,8,20000
2454,2020-10-30, Afternoon, NT, Women,8,20000
2455,2020-10-30, Afternoon, NT, Seniors,10,25000
2456,2020-10-30, Evening, NT, Kids,5,12500
2457,2020-10-30, Evening, NT, Men,13,32500
2458,2020-10-30, Evening, NT, Women,15,37500
2459,2020-10-30, Evening, NT, Seniors,8,20000
2460,2020-10-30, Morning, SA, Kids,17,42500
