,ID,ACTUAL_VALUES,PREDICTED_VALUES
1028,2063,117.98,105.70204
1029,2066,89.65,103.24324
1030,2067,88.1,101.9738
1031,2072,99.56,92.34042
1032,2073,85.48,110.01986
1033,2074,140.41,104.66163
1034,2075,115.81,98.41714
1035,2076,89.75,95.06118
1036,2080,144.36,93.247055
1037,2082,93.78,111.84615
1038,2085,89.06,102.63457
1039,2087,88.26,100.608376
1040,2091,105.53,102.07581
1041,2092,116.21,101.65246
1042,2093,90.59,95.503784
1043,2098,115.15,95.37658
1044,2101,108.36,97.42721
1045,2102,109.45,98.02377
1046,2103,93.92,85.8142
1047,2105,91.07,98.476456
1048,2106,93.96,95.20782
1049,2107,76.22,92.92535
1050,2110,93.6,94.80827
1051,2114,97.0,92.9829
1052,2115,102.76,105.70204
1053,2117,94.11,96.425125
1054,2118,99.2,101.79855
1055,2119,100.55,103.10875
1056,2120,90.69,92.64835
1057,2122,89.94,94.71765
1058,2123,93.34,105.35447
1059,2126,122.09,94.463425
1060,2127,154.43,98.45386
1061,2128,88.26,90.55031
1062,2129,106.39,100.37828
1063,2132,89.39,100.169464
1064,2135,106.23,97.207115
1065,2138,87.54,104.41442
1066,2139,99.58,114.972115
1067,2141,99.03,110.855675
1068,2142,97.22,98.27892
1069,2146,108.74,106.009445
1070,2151,93.41,108.72171
1071,2157,90.7,103.13721
1072,2159,104.93,93.02284
1073,2162,97.94,95.20782
1074,2164,98.11,114.63891
1075,2167,95.77,94.270966
1076,2168,128.78,103.78833
1077,2171,128.14,108.73999
1078,2173,90.09,95.76035
1079,2174,87.31,99.89447
1080,2175,97.43,106.55566
1081,2178,93.38,95.85451
1082,2180,102.63,101.78745
1083,2185,96.08,103.94955
1084,2189,105.65,93.27098
1085,2190,91.39,102.68675
1086,2192,93.11,98.65282
1087,2194,87.06,110.39476
1088,2200,99.52,115.5837
1089,2201,106.08,93.41682
1090,2203,89.02,108.58108
1091,2204,106.67,94.367294
1092,2205,89.0,105.3316
1093,2209,111.85,103.13153
1094,2213,117.36,106.163124
1095,2214,106.81,106.58638
1096,2215,128.36,111.83759
1097,2216,101.97,101.80846
1098,2218,119.08,99.07669
1099,2219,90.18,113.91212
1100,2220,128.1,95.1898
1101,2222,92.33,110.817764
1102,2223,119.01,96.08518
1103,2225,94.81,94.42804
1104,2226,79.22,93.37413
1105,2230,103.41,98.77466
1106,2233,89.74,102.68675
1107,2234,90.64,105.3316
1108,2235,111.86,94.367294
1109,2236,112.51,77.14981
1110,2237,109.78,96.08981
1111,2240,94.55,110.39476
1112,2241,93.95,96.022675
1113,2248,97.41,98.65282
1114,2249,115.82,91.63937
1115,2250,96.23,97.05918
1116,2252,98.59,111.458466
1117,2253,97.46,111.43254
1118,2254,90.49,108.367386
1119,2256,74.54,77.68785
1120,2258,106.82,96.64483
1121,2259,115.95,106.38073
1122,2262,121.03,101.78745
1123,2265,87.98,96.66105
1124,2266,113.88,99.89447
1125,2269,118.18,100.79473
1126,2271,100.9,91.770584
1127,2273,108.39,95.58875
1128,2274,87.53,107.89462
1129,2275,111.02,104.27278
1130,2277,91.38,103.82921
1131,2279,118.42,94.367294
1132,2280,93.39,78.87307
1133,2282,111.11,101.78745
1134,2283,88.8,98.65282
1135,2288,103.03,94.726814
1136,2289,90.57,98.55982
1137,2291,109.63,93.62224
1138,2292,94.81,116.41512
1139,2297,101.23,92.8765
1140,2298,93.48,110.89553
1141,2299,149.63,105.428024
1142,2300,88.62,107.74914
1143,2301,99.68,96.47993
1144,2304,118.23,100.07403
1145,2305,116.3,95.688736
1146,2306,104.92,101.78745
1147,2308,122.72,97.7936
1148,2309,107.28,113.039154
1149,2311,88.41,103.14186
1150,2312,97.89,90.66768
1151,2316,88.95,99.89447
1152,2321,109.68,113.255516
1153,2322,100.16,103.564545
1154,2325,96.41,108.35982
1155,2326,99.66,93.56241
1156,2329,88.51,116.41512
1157,2330,101.0,102.74633
1158,2331,73.59,110.89553
1159,2332,100.12,102.68675
1160,2333,103.01,101.78745
1161,2334,111.74,99.89447
1162,2335,97.72,104.649086
1163,2337,111.31,108.29017
1164,2338,89.51,100.67483
1165,2340,91.33,102.68675
1166,2342,106.31,97.3731
1167,2345,89.19,92.7552
1168,2349,92.04,103.94463
1169,2351,114.88,78.46075
1170,2352,89.7,92.05337
1171,2354,108.88,96.98761
1172,2355,91.79,97.490234
1173,2357,93.65,94.42804
1174,2358,100.81,112.563416
1175,2360,106.19,103.943954
1176,2361,122.65,96.98761
1177,2364,99.98,105.16898
1178,2366,110.03,104.16723
1179,2369,88.98,102.01925
1180,2370,106.18,98.24951
1181,2371,88.57,102.68675
1182,2373,108.12,91.68224
1183,2374,100.37,104.4536
1184,2376,110.58,103.40795
1185,2378,88.92,116.354004
1186,2382,116.0,96.27287
1187,2383,83.98,90.770615
1188,2386,114.12,109.69607
1189,2387,88.29,94.143326
1190,2389,92.96,99.148445
1191,2390,122.4,98.26297
1192,2392,93.62,94.01759
1193,2398,101.71,102.68675
1194,2399,90.89,108.62833
1195,2400,108.52,95.49507
1196,2401,114.26,91.861046
1197,2402,91.21,96.713936
1198,2404,121.27,113.32434
1199,2407,121.28,102.919395
1200,2408,90.37,100.37926
1201,2409,98.58,94.65812
1202,2412,88.69,98.41647
1203,2413,160.87,93.261246
1204,2415,94.16,95.76661
1205,2420,150.89,105.10545
1206,2422,111.5,96.149826
1207,2423,100.75,104.54715
1208,2426,92.7,98.16361
1209,2432,113.39,106.04206
1210,2434,99.16,96.88111
1211,2435,104.18,101.78719
1212,2436,97.7,107.134865
1213,2438,101.18,103.13153
1214,2440,90.49,105.70204
1215,2443,108.48,103.822266
1216,2444,93.29,95.51177
1217,2447,100.5,98.65282
1218,2450,108.76,103.84085
1219,2454,93.97,101.33343
1220,2455,110.21,104.156204
1221,2459,88.34,101.78745
1222,2460,123.24,111.293816
1223,2463,107.35,97.481224
1224,2465,90.25,92.3135
1225,2468,88.92,85.8142
1226,2469,95.24,94.883125
1227,2474,115.22,99.031204
1228,2478,105.65,95.871155
1229,2480,90.86,98.012436
1230,2481,112.97,110.39476
1231,2489,114.8,101.78745
1232,2490,102.91,95.33688
1233,2492,98.33,108.77751
1234,2496,87.95,101.78745
1235,2497,91.85,94.063385
1236,2500,101.64,92.05337
1237,2505,133.36,103.24324
1238,2507,87.82,103.66543
1239,2508,114.56,105.3316
1240,2509,108.52,110.35072
1241,2510,109.03,107.210526
1242,2513,88.16,96.11993
1243,2515,103.91,101.78745
1244,2518,88.01,90.770615
1245,2519,109.91,107.765945
1246,2520,108.06,90.770615
1247,2521,110.17,113.064766
1248,2523,88.15,102.21058
1249,2525,118.14,103.0448
1250,2529,122.51,105.3316
1251,2530,96.14,93.41682
1252,2533,100.92,96.0667
1253,2535,106.03,110.04667
1254,2538,106.35,89.43778
1255,2544,89.41,98.26297
1256,2553,92.13,104.14019
1257,2556,99.83,94.92217
1258,2558,96.05,96.82875
1259,2559,105.97,110.0837
1260,2560,87.16,107.66926
1261,2561,110.47,111.42143
1262,2562,90.13,94.83678
1263,2563,99.24,103.435455
1264,2564,86.6,96.88111
1265,2565,106.05,102.68675
1266,2567,105.03,93.681145
1267,2572,98.95,105.46604
1268,2575,112.57,93.62224
1269,2576,152.32,106.67359
1270,2577,106.09,93.27098
1271,2578,111.31,95.20782
1272,2579,134.21,95.434
1273,2580,88.61,101.37695
1274,2582,92.8,105.112785
1275,2583,78.45,91.30956
1276,2587,115.82,94.40561
1277,2589,87.37,106.447495
1278,2590,87.05,98.33656
1279,2591,139.08,105.3316
1280,2594,93.93,112.8781
1281,2597,88.18,107.89796
1282,2598,76.86,98.84859
1283,2599,89.85,97.7743
1284,2600,90.44,104.17314
1285,2602,111.58,97.686134
1286,2603,109.26,105.46604
1287,2604,106.31,99.59822
1288,2606,92.21,94.70929
1289,2607,91.38,89.76185
1290,2608,113.43,96.26797
1291,2613,91.35,105.3316
1292,2614,112.48,88.299194
1293,2615,97.99,103.33467
1294,2617,105.18,106.37823
1295,2620,76.64,94.71765
1296,2623,108.19,113.75951
1297,2624,100.1,98.4405
1298,2627,113.34,105.3316
1299,2629,104.37,89.76185
1300,2630,94.09,105.52089
1301,2632,76.18,91.40493
1302,2636,98.39,92.9829
1303,2639,84.85,114.307335
1304,2640,111.03,97.83178
1305,2642,109.87,105.3316
1306,2644,114.89,99.35003
1307,2646,112.8,112.887825
1308,2647,134.04,92.9829
1309,2649,96.69,94.70099
1310,2650,105.51,98.65282
1311,2652,129.16,99.35003
1312,2653,95.94,94.39261
1313,2655,111.55,103.27131
1314,2657,113.03,102.68675
1315,2659,91.1,96.98761
1316,2662,94.39,90.770615
1317,2663,99.26,110.39476
1318,2664,111.47,103.352104
1319,2665,103.72,98.65282
1320,2670,87.81,95.59942
1321,2671,93.77,106.330826
1322,2672,88.63,110.817764
1323,2675,95.33,99.35003
1324,2677,107.47,96.14143
1325,2679,105.8,93.66319
1326,2683,85.23,105.29326
1327,2684,106.27,105.54787
1328,2685,94.83,102.35603
1329,2688,88.36,111.44368
1330,2689,110.16,97.00824
1331,2690,101.74,104.92106
1332,2693,92.64,107.69031
1333,2694,107.82,109.81976
1334,2697,108.73,105.58131
1335,2699,101.96,92.64835
1336,2703,91.67,112.8781
1337,2705,92.3,110.64309
1338,2709,90.05,97.207115
1339,2710,108.03,94.77504
1340,2711,88.57,110.7915
1341,2712,88.14,111.25791
1342,2713,88.6,105.89141
1343,2714,85.92,92.813034
1344,2715,96.85,95.428474
1345,2717,106.13,92.822815
1346,2718,111.49,90.72576
1347,2720,110.76,103.10875
1348,2721,92.22,94.80827
1349,2726,142.71,94.54187
1350,2728,108.51,105.246994
1351,2731,92.09,100.80272
1352,2732,113.82,93.407394
1353,2734,96.82,108.15875
1354,2736,100.97,99.481514
1355,2737,102.04,105.9488
1356,2738,89.38,98.65282
1357,2739,77.42,96.302315
1358,2746,90.67,110.02582
1359,2749,95.59,98.65282
1360,2751,110.23,116.03161
1361,2752,91.24,107.744064
1362,2753,110.07,92.48301
1363,2757,91.55,95.33688
1364,2758,103.82,98.16361
1365,2759,103.32,112.70184
1366,2760,113.86,99.0733
1367,2762,107.65,101.71974
1368,2764,93.55,110.35072
1369,2765,109.69,104.77466
1370,2769,88.02,96.365616
1371,2771,118.06,104.156204
1372,2774,90.96,108.93818
1373,2776,98.57,101.3966
1374,2777,91.62,98.68229
1375,2778,94.8,108.77751
1376,2779,75.26,105.70204
1377,2782,107.5,105.83818
1378,2784,97.86,101.91314
1379,2787,90.6,103.30549
1380,2789,111.41,100.751335
1381,2792,89.69,101.15442
1382,2798,89.11,97.84233
1383,2799,75.79,97.207115
1384,2800,87.58,97.85732
1385,2801,103.31,104.640945
1386,2802,92.82,92.09676
1387,2804,104.34,105.85152
1388,2807,109.25,98.65282
1389,2808,88.79,98.24951
1390,2809,94.02,105.10545
1391,2811,98.32,114.16132
1392,2812,90.13,106.91438
1393,2814,105.95,96.12509
1394,2816,88.17,96.99557
1395,2817,89.38,95.52818
1396,2818,90.68,100.37926
1397,2820,98.44,93.951584
1398,2821,99.6,99.31504
1399,2822,94.57,94.54187
1400,2823,87.24,109.94701
1401,2824,123.17,95.35276
1402,2826,110.24,91.31758
1403,2829,97.26,103.36574
1404,2834,105.96,100.01128
1405,2835,78.01,95.18347
1406,2838,108.33,101.89905
1407,2839,100.87,97.490234
1408,2840,108.57,95.4401
1409,2841,88.55,99.005424
1410,2842,114.83,101.78745
1411,2846,99.93,105.06772
1412,2848,93.57,98.200455
1413,2849,109.12,93.93677
1414,2850,94.84,92.813034
1415,2851,100.75,95.20782
1416,2853,106.84,107.34036
1417,2854,117.35,105.3316
1418,2858,92.98,101.71974
1419,2861,90.0,92.8765
1420,2864,106.58,108.77751
1421,2865,115.39,110.39476
1422,2866,106.32,107.977036
1423,2867,107.61,101.37695
1424,2868,88.69,103.66559
1425,2870,107.15,99.84311
1426,2877,107.66,98.00106
1427,2878,135.29,105.3316
1428,2880,95.76,109.04621
1429,2882,108.3,78.46075
1430,2883,101.25,90.92462
1431,2884,91.03,113.88477
1432,2885,114.1,108.978714
1433,2887,93.87,101.78745
1434,2888,89.55,94.95189
1435,2889,100.32,96.76368
1436,2890,110.32,98.84859
1437,2891,88.87,103.14186
1438,2892,118.61,114.63891
1439,2893,87.25,93.54875
1440,2898,91.32,96.365616
1441,2899,115.75,100.580505
1442,2900,97.27,100.37828
1443,2901,80.53,93.53164
1444,2909,87.0,92.8765
1445,2910,90.0,104.14388
1446,2911,110.29,92.472725
1447,2913,91.9,93.10279
1448,2914,106.65,99.254875
1449,2918,94.26,96.30843
1450,2919,97.47,104.92106
1451,2920,89.26,103.50925
1452,2921,100.57,105.3316
1453,2922,100.63,113.15365
1454,2923,111.1,97.89253
1455,2925,91.98,104.81822
1456,2926,115.22,101.37695
1457,2927,112.88,105.3316
1458,2929,73.15,105.88173
1459,2933,167.45,93.80881
1460,2934,109.7,106.74539
1461,2936,90.88,101.053604
1462,2941,108.35,89.96484
1463,2942,90.41,100.506195
1464,2943,96.61,107.89462
1465,2945,87.99,105.577324
1466,2950,74.1,108.472984
1467,2951,92.91,107.74914
1468,2953,111.09,107.14356
1469,2954,93.03,104.98396
1470,2955,87.63,109.69607
1471,2956,87.56,104.5747
1472,2960,76.96,97.68545
1473,2962,108.06,99.18487
1474,2963,98.51,92.77342
1475,2964,92.34,98.84859
1476,2966,114.92,78.87307
1477,2967,89.67,97.70917
1478,2968,115.64,91.58908
1479,2969,90.69,92.822815
1480,2971,91.35,111.32445
1481,2972,91.0,92.8765
1482,2974,96.87,98.90731
1483,2975,110.44,98.53417
1484,2977,91.07,116.16483
1485,2980,115.6,111.49841
1486,2981,91.53,95.079185
1487,2983,101.79,102.54058
1488,2984,111.85,104.81636
1489,2985,88.93,115.95099
1490,2986,128.35,95.741455
1491,2987,98.81,92.8765
1492,2989,90.32,109.74997
1493,2990,119.87,110.92921
1494,2991,104.51,107.821594
1495,2992,112.0,82.21558
1496,2995,100.07,99.05237
1497,2996,93.0,94.96225
1498,3002,108.31,100.77173
1499,3004,94.18,105.27841
1500,3005,119.03,115.28045
1501,3006,93.4,93.62224
1502,3010,101.13,86.90459
1503,3011,93.32,98.65282
1504,3014,92.21,101.37695
1505,3015,102.3,102.598976
1506,3016,92.63,95.85451
1507,3017,75.82,78.33268
1508,3018,96.98,94.85191
1509,3021,106.33,99.89447
1510,3024,107.98,98.84859
1511,3028,91.32,99.77508
1512,3030,73.45,108.77751
1513,3032,94.6,96.99557
1514,3039,91.11,93.6974
1515,3040,90.41,103.41308
1516,3041,116.57,99.75741
1517,3043,108.96,94.392494
1518,3044,127.06,110.773
1519,3046,95.74,102.80918
1520,3055,96.28,97.26877
1521,3056,105.53,96.98761
1522,3058,76.8,98.50189
1523,3059,86.83,105.60209
1524,3061,127.19,114.63891
1525,3063,127.27,94.97947
1526,3066,87.85,102.18946
1527,3067,91.07,98.84859
1528,3068,109.61,78.87307
1529,3069,90.82,94.80827
1530,3072,125.26,114.16132
1531,3073,86.15,108.02602
1532,3074,81.08,94.60235
1533,3077,86.72,114.71359
1534,3082,110.15,93.075325
1535,3084,101.0,99.05237
1536,3085,92.81,95.014114
1537,3088,93.58,97.207115
1538,3091,103.45,95.80723
1539,3092,111.45,104.4835
1540,3093,108.13,100.08603
1541,3094,106.62,103.115585
1542,3096,108.42,101.13856
1543,3097,96.17,96.88111
1544,3098,111.42,78.46075
1545,3102,89.59,115.11572
1546,3106,89.97,97.782295
1547,3109,110.47,110.30408
1548,3111,75.89,90.653206
1549,3112,90.72,115.28045
1550,3113,94.08,94.80827
1551,3115,132.6,96.26797
1552,3116,114.53,102.4995
1553,3117,96.45,94.71765
1554,3121,110.9,100.31002
1555,3122,108.94,96.148285
1556,3123,93.6,92.64835
1557,3124,111.15,95.33688
1558,3125,90.66,95.85451
1559,3126,106.54,98.65282
1560,3127,125.91,115.59331
1561,3129,114.65,96.47993
1562,3130,109.75,107.88312
1563,3132,120.91,106.79142
1564,3134,110.43,107.67683
1565,3135,113.14,107.21742
1566,3137,89.9,93.360435
1567,3138,90.35,97.33943
1568,3140,89.61,108.13215
1569,3144,91.15,115.11075
1570,3145,110.57,96.16697
1571,3146,119.3,103.33467
1572,3147,102.42,101.17432
1573,3148,113.71,108.15569
1574,3149,92.39,102.25523
1575,3150,106.28,104.993706
1576,3151,77.86,111.78948
1577,3152,90.44,99.18272
1578,3155,111.31,108.17893
1579,3156,110.33,92.813034
1580,3159,103.47,108.472984
1581,3161,112.06,93.713936
1582,3162,75.51,104.52574
1583,3163,90.4,93.10279
1584,3165,108.02,99.89447
1585,3172,88.81,94.71765
1586,3173,117.6,96.99557
1587,3176,92.66,94.48265
1588,3177,107.7,97.893166
1589,3179,93.62,98.53417
1590,3183,93.86,95.458725
1591,3186,98.74,92.64835
1592,3187,113.75,99.89447
1593,3189,106.83,97.27534
1594,3190,72.11,112.563416
1595,3192,87.3,115.59331
1596,3193,103.2,94.71765
1597,3194,88.38,114.608116
1598,3197,99.2,95.20782
1599,3198,118.78,102.17995
1600,3200,102.14,94.35127
1601,3201,92.53,114.101295
1602,3202,95.67,102.17995
1603,3204,91.01,103.24324
1604,3205,87.83,94.726814
1605,3206,111.64,113.551216
1606,3208,102.5,110.35183
1607,3210,93.75,98.65282
1608,3211,110.42,96.5552
1609,3212,87.41,114.63891
1610,3213,117.06,94.75907
1611,3214,92.98,100.778534
1612,3216,125.76,98.84859
1613,3219,100.56,92.11837
1614,3220,111.05,110.855675
1615,3221,87.95,94.80827
1616,3226,121.5,108.32559
1617,3227,88.77,109.70005
1618,3228,105.85,93.634
1619,3229,103.7,102.84105
1620,3232,114.6,85.8142
1621,3233,89.62,108.62833
1622,3234,109.37,96.47986
1623,3236,95.8,95.14591
1624,3238,104.73,105.3316
1625,3239,113.87,100.608376
1626,3240,99.0,99.139084
1627,3247,133.5,101.71974
1628,3249,102.0,98.53305
1629,3252,111.34,92.472725
1630,3253,91.38,91.02336
1631,3254,104.49,103.57025
1632,3255,88.29,96.95282
1633,3256,106.79,107.60329
1634,3257,109.71,97.479454
1635,3262,112.27,111.39065
1636,3263,98.98,97.207115
1637,3264,119.75,104.5747
1638,3266,112.99,105.90196
1639,3267,117.71,99.71565
1640,3269,91.61,101.49964
1641,3272,82.21,115.95099
1642,3274,89.3,95.20782
1643,3275,114.5,101.43449
1644,3277,104.92,104.98396
1645,3279,98.7,92.08572
1646,3280,93.93,101.09742
1647,3283,93.76,105.56429
1648,3285,98.02,101.78745
1649,3287,109.74,107.2787
1650,3288,108.51,98.84859
1651,3290,88.67,104.156235
1652,3291,117.35,94.12041
1653,3298,102.77,107.977036
1654,3299,87.86,107.38964
1655,3302,119.39,104.23783
1656,3303,105.89,99.157166
1657,3304,88.47,105.24442
1658,3307,104.45,99.258514
1659,3309,125.72,113.52295
1660,3314,89.41,78.87307
1661,3316,105.49,107.23737
1662,3317,87.72,108.395645
1663,3319,100.53,102.35708
1664,3320,125.46,99.47957
1665,3321,78.22,108.62833
1666,3322,101.26,107.57405
1667,3324,132.86,102.888016
1668,3326,110.64,119.731346
1669,3329,97.86,102.80918
1670,3330,93.71,96.88111
1671,3331,111.44,99.47957
1672,3335,89.03,115.59331
1673,3337,89.57,102.15223
1674,3338,98.07,99.027054
1675,3339,117.29,103.60822
1676,3340,92.59,98.38883
1677,3341,111.68,97.85282
1678,3343,92.35,89.82537
1679,3346,107.54,101.37695
1680,3348,91.76,91.42384
1681,3351,81.96,97.207115
1682,3352,95.59,115.68232
1683,3355,101.64,96.47993
1684,3356,107.69,110.42784
1685,3358,94.03,93.20531
1686,3359,88.62,93.238884
1687,3360,116.82,95.12221
1688,3371,106.66,92.13205
1689,3372,110.88,95.30586
1690,3374,88.88,91.189995
1691,3377,99.94,111.02947
1692,3378,90.86,92.54695
1693,3380,94.31,113.80565
1694,3382,100.5,95.1898
1695,3386,101.94,102.17995
1696,3389,97.67,100.23119
1697,3391,91.62,108.94767
1698,3393,102.78,104.60493
1699,3394,89.39,105.69168
1700,3395,93.96,108.62833
1701,3397,88.83,105.3316
1702,3398,91.66,92.836105
1703,3399,107.04,93.703064
1704,3400,92.58,95.951324
1705,3404,108.47,106.90034
1706,3407,95.98,105.76948
1707,3409,94.76,110.7915
1708,3419,104.77,104.98396
1709,3421,89.61,96.30843
1710,3425,99.67,104.43014
1711,3427,117.4,97.207115
1712,3428,133.55,115.28045
1713,3429,105.17,104.16121
1714,3431,96.59,95.76873
1715,3435,96.81,95.864716
1716,3436,106.18,101.28612
1717,3439,107.71,101.663185
1718,3441,91.14,100.82665
1719,3442,109.55,115.28045
1720,3443,93.29,111.39065
1721,3444,108.33,99.89447
1722,3445,77.62,105.46604
1723,3446,95.64,99.53562
1724,3449,90.27,109.94749
1725,3453,90.26,95.98112
1726,3457,108.03,115.188194
1727,3460,100.0,98.84859
1728,3461,114.52,99.88312
1729,3462,92.45,101.07148
1730,3464,139.61,94.97947
1731,3465,104.6,78.87307
1732,3466,89.94,95.951324
1733,3467,120.95,93.703064
1734,3468,101.47,103.352104
1735,3469,106.52,99.89447
1736,3470,91.78,103.06211
1737,3472,88.27,105.3316
1738,3473,92.94,95.004654
1739,3475,105.79,96.114586
1740,3476,117.32,99.88044
1741,3478,95.87,101.09742
1742,3479,122.12,114.94479
1743,3483,119.5,94.40561
1744,3484,100.46,118.041466
1745,3485,86.96,95.37545
1746,3487,114.18,97.756714
1747,3488,101.07,105.50402
1748,3496,110.94,95.55266
1749,3497,107.1,94.479675
1750,3499,92.6,102.37247
1751,3500,112.17,77.14981
1752,3501,89.75,93.62224
1753,3504,99.23,91.42384
1754,3508,115.05,93.66181
1755,3511,89.84,100.692375
1756,3512,101.45,100.15847
1757,3515,110.94,92.728676
1758,3517,114.57,105.46604
1759,3518,89.95,108.06221
1760,3526,80.34,96.343414
1761,3528,98.7,99.266815
1762,3529,87.74,103.289566
1763,3530,120.17,88.319565
1764,3531,117.28,93.54875
1765,3532,98.1,98.97224
1766,3533,92.46,102.84105
1767,3534,97.32,94.80827
1768,3535,114.35,78.83658
1769,3536,115.24,95.07181
1770,3537,106.6,107.977036
1771,3538,99.84,95.9675
1772,3539,109.25,94.80695
1773,3540,119.31,107.744064
1774,3545,108.26,103.108505
1775,3546,89.93,92.822815
1776,3550,105.56,105.577324
1777,3551,78.95,97.202126
1778,3553,109.61,95.978035
1779,3554,95.71,98.84859
1780,3557,125.72,98.23335
1781,3558,90.68,100.99476
1782,3559,106.73,109.94749
1783,3561,77.45,94.40561
1784,3562,122.01,105.3316
1785,3563,89.79,103.722374
1786,3564,116.51,97.207115
1787,3565,99.64,105.46604
1788,3567,74.35,101.16604
1789,3571,114.51,97.207115
1790,3572,107.99,104.5276
1791,3574,108.97,91.81718
1792,3576,110.01,106.55566
1793,3577,89.28,105.7121
1794,3578,99.1,93.62224
1795,3579,90.76,105.749115
1796,3583,106.55,96.89152
1797,3585,109.9,97.00824
1798,3586,94.21,105.69168
1799,3587,108.06,107.22562
1800,3593,93.94,95.94035
1801,3594,93.15,109.918236
1802,3595,114.66,93.6974
1803,3599,72.94,103.02612
1804,3600,102.48,98.65282
1805,3601,92.47,105.3316
1806,3602,100.27,109.94749
1807,3604,89.77,104.83947
1808,3609,111.22,112.569244
1809,3610,91.89,107.777725
1810,3612,88.22,105.58001
1811,3614,108.35,105.084625
1812,3615,107.79,104.40209
1813,3617,108.99,92.08572
1814,3618,95.15,102.143425
1815,3619,107.97,106.78615
1816,3620,86.34,107.977036
1817,3621,99.99,106.216415
1818,3625,92.82,92.08315
1819,3626,88.31,99.89447
1820,3630,112.54,100.80272
1821,3631,88.77,103.298996
1822,3632,115.1,97.51285
1823,3633,92.99,94.08436
1824,3634,101.65,103.33467
1825,3637,90.76,99.487144
1826,3639,111.4,103.127426
1827,3640,88.36,105.70204
1828,3641,110.07,96.84462
1829,3644,119.59,110.42784
1830,3645,109.79,106.55566
1831,3646,92.59,100.067
1832,3647,111.92,95.34523
1833,3648,89.07,105.3316
1834,3653,110.22,103.40795
1835,3654,90.11,96.26797
1836,3655,98.81,105.29326
1837,3659,94.5,98.65282
1838,3660,91.32,106.285576
1839,3662,122.31,97.96124
1840,3666,89.9,95.99422
1841,3668,111.83,98.00106
1842,3671,125.44,94.71765
1843,3673,88.23,96.022675
1844,3674,109.44,103.589966
1845,3675,89.19,102.01172
1846,3681,89.38,114.560295
1847,3682,102.3,106.67359
1848,3686,85.83,97.08825
1849,3687,105.29,98.26874
1850,3692,87.49,104.02839
1851,3695,89.14,99.47957
1852,3696,115.53,107.69031
1853,3699,109.96,114.51242
1854,3705,88.66,104.77586
1855,3707,107.01,85.8142
1856,3708,94.9,93.62224
1857,3709,93.91,106.67359
1858,3710,93.78,106.55566
1859,3712,99.4,101.777374
1860,3715,89.01,106.67359
1861,3716,98.19,106.55566
1862,3720,109.24,94.69928
1863,3722,100.71,85.8142
1864,3726,91.43,95.951324
1865,3728,97.78,94.13959
1866,3729,88.44,105.05483
1867,3731,109.59,98.65282
1868,3735,105.64,103.05031
1869,3736,90.52,101.78004
1870,3739,93.64,99.89447
1871,3741,72.5,107.3475
1872,3743,90.83,106.62282
1873,3744,106.22,92.05337
1874,3745,111.01,104.14388
1875,3746,107.4,123.06921
1876,3751,107.3,104.53241
1877,3753,87.33,92.8752
1878,3760,115.72,95.55266
1879,3761,95.31,108.93707
1880,3762,128.02,102.197845
1881,3763,90.26,104.25334
1882,3765,107.85,97.92844
1883,3768,119.78,109.654945
1884,3769,87.4,105.908394
1885,3770,92.97,96.58967
1886,3773,74.86,110.35183
1887,3774,106.79,102.009514
1888,3776,108.07,93.32708
1889,3778,115.83,104.43014
1890,3779,78.47,101.13856
1891,3780,87.73,99.258514
1892,3781,101.71,110.88515
1893,3782,100.35,105.05483
1894,3783,87.57,105.3316
1895,3784,89.75,96.837875
1896,3786,88.87,95.951324
1897,3789,92.19,90.27262
1898,3790,74.77,88.86632
1899,3793,104.55,104.156204
1900,3795,107.12,106.67359
1901,3797,87.71,103.352104
1902,3798,119.65,118.129745
1903,3800,102.91,101.28612
1904,3804,102.31,104.5747
1905,3810,113.62,94.86064
1906,3815,92.32,109.91003
1907,3816,107.9,104.5747
1908,3818,132.61,98.65282
1909,3824,89.89,105.3316
1910,3828,91.44,103.673546
1911,3830,101.03,104.03964
1912,3831,97.86,110.097275
1913,3832,104.91,90.534744
1914,3834,91.46,106.4286
1915,3835,90.97,89.546104
1916,3836,106.59,97.25853
1917,3838,91.46,104.05476
1918,3839,98.31,115.59331
1919,3840,116.18,106.37823
1920,3845,87.17,102.7325
1921,3846,88.14,93.407394
1922,3847,132.29,105.63026
1923,3849,88.08,78.35975
1924,3853,111.01,103.564545
1925,3855,106.9,95.503784
1926,3856,97.77,103.24324
1927,3864,107.77,98.53305
1928,3865,90.83,94.08436
1929,3866,89.09,101.71974
1930,3867,97.64,112.8781
1931,3868,98.59,101.28612
1932,3869,104.87,92.77502
1933,3871,90.8,96.443504
1934,3875,98.16,103.82391
1935,3876,89.64,95.004654
1936,3878,99.03,96.08981
1937,3879,105.36,103.79304
1938,3881,113.01,101.28612
1939,3883,89.9,96.6414
1940,3884,97.87,111.432785
1941,3886,115.19,102.16823
1942,3890,89.26,87.64489
1943,3893,92.43,93.77662
1944,3897,91.12,103.284966
1945,3901,86.67,103.54175
1946,3902,118.27,97.469864
1947,3913,91.88,99.25862
1948,3914,109.02,97.782295
1949,3916,108.64,88.00659
1950,3917,94.56,107.0003
1951,3924,109.98,99.09412
1952,3925,92.13,100.304306
1953,3928,88.18,94.57223
1954,3929,91.08,107.23472
1955,3932,109.21,97.52342
1956,3933,73.89,97.207115
1957,3934,93.57,96.425125
1958,3935,100.71,106.11629
